ID,Name,Description,Contributor,Citation,Language_IDs,Media_IDs,Related
351599,"Language Atlas of China: Min Supergroup (Southeast China, Taiwan, and Hainan Island)","This map covers the whole of Fujian and Taiwan provinces as well as cities and counties in eastern Guangdong and on Hainan Island. The main dialects shown are Min and Hakka, although a few other Chinese dialects are also included. The map groups the Taiwan-Austronesian languages native to Taiwan into bilingual areas because a large number of these people also speak the Minnan dialect. On Hainan Island, the language situation is more complex; Maihua (Yue dialect), Zhangzhouhua (Yue dialect), Hakka, Junhua (Southwestern Mandarin dialect), Lin'gao, Cun, Li, Yao, and possibly Austronesian Cham are all spoken in various communities. Thus, parts of the island are also considered multi-lingual areas. See the original source for more details.
         Note that the source uses 'Supergroup > Group > Subgroup > Cluster' as their original hierarchy. In our termonology, this is 'Subgroup > Language > Dialect Group > Dialect' where applicable. See the corresonding [MultiTree entry](http://multitree.org/trees/Chinese%20(dialects)%3A%20Wurm%2C%20Yongquan%201987) for more details.
",,,,351602_geojson 351624_geojson 351646_geojson 351709_geojson 351756_geojson 351778_geojson 351802_geojson 351821_geojson 351860_geojson 351882_geojson 351906_geojson 351929_geojson 351973_geojson 351997_geojson 352077_geojson 352423_geojson 352442_geojson 928f31c5ed77971a2455af49161006e4,
349970,Language Atlas of China: The Jin Group,,,,,430ea5b002f7ce7cd685e4a2e4a9984a,
349007,Indonesia: Geographic Spread of the Sama-Bajau Languages (Austronesian Languages of Asia and Madagascar),"This map shows the distribution of the Sama-Bajau speakers within Southeast Asia. They are mostly sea-normadic and may of their numbers are scattered from each other some ranging from 3.25 million square kilometers apart. Their population stretches from eastern Palawan, Samar, and coastal Mindanao in the north, through the Sulu Archipelago of the Philippines, to the northern and eastern coasts of Borneo, southward through the Straits of Makassar to Sulawesi, and from there over widely dispersed areas of eastern Indonesia.",,,,0ed679decb1a5eaeaa3677ba67c82cb6 349010_geojson,
348684,Siberia: Languages (PROEL),"This map shows the distribution of languages and language families in Siberia. More information on the individual languages and language families can be obtained by right-clicking on the map and following the links to the Multitree
		database, or by going to the [PROEL](http://www.proel.org) project site. 
		Please note that there are layers for languages, language subgroups and language families.",,,,348687_geojson,
352708,"The Khoi as Migrants and Nomads (Nurse, Weiner and Jenkins)","This map is a visual comparison of two theories of Khoi migration and evolution.  The paths proposed by Elphick, which stem from the Kalahari desert where he postulates the people evolved, suggest that the Khoi developed among the forebears of the present ""Central Bush"" language speakers.  In comparison with this, Cooke and Jenkins hypothesize that the group is of an east African origin (Nurse, Weiner and Jenkins, 1985).",,,,40ea8501fda6af39956c6354598e0030,
351526,Turkey: Zaza Dialects (Public Content),"This map depicts the regions in Turkey where the Northern, Central, and Southern dialects of Zazaki are spoken.",,,,351529_geojson 71a20c6e47f6567349e91e1bfcc9efec,[Zaza](ContributionTable#cldf:351550)
345503,China: Mandarin (Public Content)- LL-MAP,"English: Mandarin dialects in Mainland China
Chart: 
东北 = Northeast China Mandarin 
北京 = Beijing Mandarin 
冀鲁 = Ji Lu Mandarin 
胶辽 = Jiao Liao Mandarin 
中原 = Zhongyuan Mandarin 
兰银 = Lan Yin Mandarin 
江准 = Jianghuai Mandarin 
西南 = Southwestern Mandarin  
Русский: Распространение восьми основных диалектных групп (ветвей) в КНР 
Указатель:  
东北 = Северо-воствочная ветвь 
北京 = Пекинская ветвь 
冀鲁 = (Цзи-Лу) Хэбэйско-шаньдунская ветвь 
胶辽 = Ветвь цзяо-ляо 
中原 = Чжунъюаньская ветвь 
兰银 = Ветвь Лань-инь 
江准 = Цзянхуайская ветвь 
西南 = Юго-западная ветвь",,,,0df70c47660bf9e98a8405a1025f677b 345507_geojson,
345306,Language Atlas of China: Kam-Tai Languages,"There are over 19 million speakers of Kam-Tai languages in China - nearly one third of the total population of ""national minorities"". On the relations between these languages, the authors note that Lingao is similar enough to Zhuang that some regard the two as dialects of the same language. They also discuss the difficulty of classifying the isolate Gelao - it has a high degree of phonological similarity to Miao, but up to 45% of its vocabulary is cognate with Kam-Tai (compared to only 15-16% with Miao-Yao).
<p>
We have digitized a number of cities and place names to provide context for these language locations, which you can view by selecting them in the legend. The abbreviation A.C. stands for ""'Autonomous County.""",,,,345309_geojson 345328_geojson 345371_geojson 345390_geojson 345414_geojson a6bdedefc5df4ee2af7bb23c56b2dbf9,"To view the Kam-Tai languages spoken in China in the context of neighboring families, see
        [Language Atlas of China: Minority Languages in Southern China](ContributionTable#cldf:344977)."
361593,Yup'ik Dialect Atlas and Study: GRANDMOTHER,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>nengsuq</i>, B stands for <i>maurluq</i>, C stands for  <i>marrlugaq</i>, and D stands for <i>amuurluq </i>.  
For the Yup’ik item—<i>Grandmother</i>-- Jacobson notes that “<i>maurluq</i> and variant <i>marrlugaq</i> are <i>*ema</i>, as used in Naukanski and Alutiiq” with postbases of endearment fused onto. The Norton Sound Kotlik <i>anuurluq</i> also has a postbase of endearment and is known as a “story” word for ‘grandmother’ in areas where <i>maurluq</i> or <i>marrlugaq</i> is the usual word. He also notes that “Siberian Yupik and Sirenikski cognates of the Norton Sound Unaliq word <i>nengsuq</i> also mean ‘grandmother,’ while Inupiaq cognates mean ‘the oldest woman in the household’. 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>X</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> X</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> A</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> A</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  B</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> B </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> B</td>
</tr>
</table>",,,,b4c82be750ec956eae097efeb048e340,
348710,National Ethnic Makeup - People of Russia-LL-MAP,"This map displays the contemporary distribution of ethnic groups in Russia. It includes a set of points for which there was no corresponding item in the original map's legend. This set is designated here as ""Unknown Ethnic Group"". The map comes from a four volume set of Russian cartographic data from geology to history.",,,,348713_geojson 348737_geojson fc0a5f5bbcc66de7e27ffa0c3f82b5bc,
350441,West Caucasus: Abkhaz-Adyghe Ethnic Groups and Languages in the 1830s - LL-MAP,"This map depicts the Abkhaz-Adyghe Ethnic and Linguistic Groups in southwest Russia and Georgia as they were in the 1830's. The map is divided broadly into three groups - Adyghe, Ubykh, and Abkhaz Abaza and also includes layers depicting residential areas and pasture land. This map has been modified from it's original in the Atlas of the Caucasian languages, and historical cities in this region have also been added. Abkhaz-Abaza: Abkhaz, Sadskzo Divisions, the Ethnic groups named Ahibga, Art, Baga, Goch', Tsanda, and Tsvykdzhi are listed as text on the original map and are represented here as text labels representing an approximate geographical location; the same is the case for the Adyghe, Western Circassian Dividison in the Adyghe (dialect unspecified) regions for the following ethnic groups: Bzhedugh, Cherchenay,Khegaki, Natekuay, X'imisch. It should also be noted that the populated places on this map are the places indicated in the original map and do not represent an exhaustive list of populated places for this region.","[Ljuba Veselinova](http://www.ling.su.se/staff/ljuba/), [Geographic Information Systems in Linguistics (GISLI), Stockholm University](http://www2.ling.su.se/eng/)",,,350444_geojson 350495_geojson 350557_geojson 350593_geojson 350624_geojson 350653_geojson 350700_geojson 350736_geojson 350767_geojson 350796_geojson 350826_geojson 4cf8651a04d52ee8af397ed921820386,[Lingvarium Project](http://lingvarium.org/index.shtml)
349281,Language Atlas of China: Languages in China,"This map provides a general overview for the overall linguistic situation in China. The map shows the locations of the most general Chinese dialect groups, as well as the non-Chinese language families that are spoken throughout China. Though Chinese dialects are widely spoken through central, Southern and North-Western China, there are also many regions where national languages are used, and many where these languages are spoken alongside of Chinese dialects, or other national languages.",Jacob ,,,351578_geojson 351689_geojson 351733_geojson 352032_geojson 439db5fb0d957516eb885c8867873557,[National Minorities in China](ContributionTable#cldf:346872)
353161,Linguistic Survey of India: Balochi Language,"The Linguistic Survey of India (LSI) was a survey of the languages of British India, conducted in the first several decades of the 20th century by the British Raj and directed by Irish linguist George A Grierson. <p>This particular map shows the extent of the Balochi language, differentiated into eastern and western dialects. Solid areas indicate regions in which Balochi is the principal language; in cross-hatched areas, it is a minority language.",,,,b7d87225f2e363af705fa670c371fd8f,"---
cldf-datasets: {
  multitree: https://doi.org/10.5281/zenodo.10006569#rdf:ID=multitree
}
---
Balochi is an Iranian language, which Grierson classified as a sister branch to the Indo-Aryan; thus, for comparison you may be interested in [](ContributionTable#cldf:340282)
[](ContributionTable#cldf:354720).

This map has a corresponding tree in MultiTree - see [Aryan (subtree of Indo-European): Grierson 1903](http://multitree.org/trees/Aryan%20(subtree%20of%20Indo-European)%3A%20Grierson%201903)"
353236,Linguistic Survey of India: Bihari Dialects and Sub-Dialects,"The Linguistic Survey of India (LSI) was a survey of the languages of British India, conducted in the first several decades of the 20th century by the British Raj and directed by Irish linguist George A Grierson. <p>
This particular map shows the speech varieties of the Bihari language. The cross-hatched areas have two different meanings:
> A cross-hatched area on a blank background indicates that Bihari is ""spoken by immigrant settlers"" there.
> A cross-hatched area on top of another Bihari area indicates that the dialect spoken in the indicated area is ""corrupted"" by the overlying one.
<p>
Note for reading these maps: The original LSI maps do not indicate boundaries or areas for all languages/dialects. This is why some language/dialect names appear simply as labels, while others appear as areas. That is, these two categories of labels are not meaningfully different (i.e. they do not represent different subgroups or anything similar) unless the legend specifically indicates otherwise.",,,,b0a051f1f3af7d88b71ff20c71427402,"---
cldf-datasets: {
  multitree: https://doi.org/10.5281/zenodo.10006569#rdf:ID=multitree
}
---
Bihari is an Indo-Aryan language - see [Linguistic Survey of India: Indo-Aryan Languages](ContributionTable#cldf:340282).

This map has a corresponding tree in MultiTree - see [Aryan (subtree of Indo-European): Grierson 1903](http://multitree.org/trees/Aryan%20(subtree%20of%20Indo-European)%3A%20Grierson%201903)"
353450,Linguistic Survey of India: Central Pahari Languages and Dialects,"The Linguistic Survey of India (LSI) was a survey of the languages of British India, conducted in the first several decades of the 20th century by the British Raj and directed by Irish linguist George A Grierson.
This particular map shows the speech varieties of Central Pahari.",,,,dfbfd7fa7640100cc506dabc238f49c8,"---
cldf-datasets: {
  multitree: https://doi.org/10.5281/zenodo.10006569#rdf:ID=multitree
}
---
Central Pahari is a member of the Indo-Aryan family - see [Linguistic Survey of India: Indo-Aryan Languages](ContributionTable#cldf:340282).

This map has a corresponding tree in MultiTree - see [Aryan (subtree of Indo-European): Grierson 1903](http://multitree.org/trees/Aryan%20(subtree%20of%20Indo-European)%3A%20Grierson%201903)"
353807,Linguistic Survey of India: Ghalchah Languages,"The Linguistic Survey of India (LSI) was a survey of the languages of British India, conducted in the first several decades of the 20th century by the British Raj and directed by Irish linguist George A Grierson. 
<p>
This particular map shows the locations and distribution of the Ghalchah languages, which today are usually called the <b>Pamir</b> languages. The original map does not show any boundaries between language areas, only text stretched out so as to illustrate the approximate distribution; the light gray lines underlying the text in the LL-MAP are meant to convey this.",,,,595ce35a10fba4b65963e84b2879a52d,"---
cldf-datasets: {
  multitree: https://doi.org/10.5281/zenodo.10006569#rdf:ID=multitree
}
---
The Ghalchah languages are today considered to be Iranian languages, a group which is itself part of Indo-European. You may therefore want to compare with the LSI maps for [Indo-Aryan Languages](ContributionTable#cldf:340282), for the Iranian languages
[](ContributionTable#cldf:353161)
[](ContributionTable#cldf:353501).
<p>

This map has a corresponding tree in MultiTree - see [Aryan (subtree of Indo-European): Grierson 1903](http://multitree.org/trees/Aryan%20(subtree%20of%20Indo-European)%3A%20Grierson%201903)"
353854,Linguistic Survey of India: Kashmiri Language,"The Linguistic Survey of India (LSI) was a survey of the languages of British India, conducted in the first several decades of the 20th century by the British Raj and directed by Irish linguist George A Grierson. <p>This particular map shows the extent of the Kashmiri language, differentiated into ""true"" and ""mixed"" dialects. The polygon which is here labeled ""Rambani"" was called something else on the original map; however, the description of Kashmiri dialects in the accompanying text indicated that Rambani was the correct name.",,,,04ddcc8fe3396306e6dea42830ad6a9f,"---
cldf-datasets: {
  multitree: https://doi.org/10.5281/zenodo.10006569#rdf:ID=multitree
}
---
Kashmiri is a Dardic language; you may therefore be interested in [Linguistic Survey of India: Dardic Languages](ContributionTable#cldf:353501).

This map has a corresponding tree in MultiTree - see [Aryan (subtree of Indo-European): Grierson 1903](http://multitree.org/trees/Aryan%20(subtree%20of%20Indo-European)%3A%20Grierson%201903)"
353137,Sri Lanka: Tamil Speakers by District - 1953 (Breton),"This map shows the percentage of Tamil speakers per district of Sri Lanka in 1953. A majority of the Sri Lankan Tamil speakers reside in the eastern portion of the country, with the western portion dominated by Sinhala speakers..
Notes on reading this map:
Because of the way this map is projected in the viewer, you may need to either zoom in to read the language labels, or you may need to reposition the map slightly to view all available polygons.",,,,64f73d32907bd0252b669626134418b8,"[Languages Spoken  on the Island of India (Breton)](ContributionTable#cldf:352335) 
[Sri Lanka: Percentage of Sinhala Speakers by District - 1953 (Breton)](ContributionTable#cldf:353097) 
[Sri Lanka: Ceylon Tamil Speaking Enclaves (Breton)](ContributionTable#cldf:353431) 
[Sri Lanka: Moors Tamil Speaking Enclaves (Breton)](ContributionTable#cldf:354666) 
[Sri Lanka: Indian Tamil Speaking Enclaves (Breton)](ContributionTable#cldf:354769) 
[Sri Lanka: Low Country Sinhalese Speaking Enclaves (Breton)](ContributionTable#cldf:354814) 
[Sri Lanka: Kandyan Sinhalese Speaking Enclaves (Breton)](ContributionTable#cldf:354955)"
361606,Yup'ik Dialect Atlas and Study: GRASS,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>(e)vek</i>, B stands for <i>canek</i>.  
For the Yup’ik item—<i>Grass</i>--Jacobson notes that cognates of <i>canek</i> mean ‘debris, dust, twig, etc.’ in other Eskimo languages. <i>(e)vek</i> (an otherwise pan-Eskimo word for ‘grass’) is used only in some divergent dialects. <i>(e)vek</i> occurs in <i>(e)vegtar-</i> ‘to gather grass’ and <i>(e)vegtaq</i> BUMBLE BEE  in some <i>(e)vek</i> areas of Yup’ik. 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>A</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> A</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> A</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> A</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  A</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> A </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> A</td>
</tr>
</table>",,,,550cf16a126327284637e75dda02186a,
349402,Language Atlas of China: Mandarin in Southwestern China,,,,,85f6b8068d997a4c464059e0b856d96a,
344530,"West Caucasus: Adyghe, Kabardino-Circassian, and Abaza Languages - LL-MAP","This map depicts Adyghe, Kabardino-Circassian, and Abaza Languages in southwest Russia and Georgia. In addition to the Kabardian language family, there is also a layer of Kabardian multilingual areas. The map amalgamates two maps in the Atlas of the Caucasian languages; it should also be noted that the populated places on this map are only places indicated in the original maps and do not represent an exhaustive list of populated places for this region.","[Ljuba Veselinova](http://www.ling.su.se/staff/ljuba/), [Geographic Information Systems in Linguistics (GISLI), Stockholm University](http://www2.ling.su.se/eng/)",,,00e7182da630a5960f77ecf2208696f1 350259_geojson 350292_geojson 350351_geojson 350409_geojson 7fc9ad31f2ac2195eff0960bc24a1d7f d11f51577e73173226826afc3e352664 d6cb2c603e4c6fd2ce623703bb428c69 dfc196b5ae0f53141dd81c287e11e009 f1b114a86b2895e78e8b126f0d7baf7b,[Lingvarium Project](http://lingvarium.org/index.shtml)
353187,Linguistic Survey of India: Bhil Dialects and Khandesi,"The Linguistic Survey of India (LSI) was a survey of the languages of British India, conducted in the first several decades of the 20th century by the British Raj and directed by Irish linguist George A Grierson. 
<p>This particular map shows the dialects of Bhil and Khandesi. Please note that you may need to zoom in from the default view in order to see many of the language labels. Note that Nimadi is not a Bhil dialect; it is a dialect of Rajasthani which is shown here for comparison because it is completely surrounded by Bhili.",,,,fa16057f1bfdc1602486c577407f04d8,"---
cldf-datasets: {
  multitree: https://doi.org/10.5281/zenodo.10006569#rdf:ID=multitree
}
---
Bara is a member of the Indo-Aryan family - see [Linguistic Survey of India: Indo-Aryan Languages](ContributionTable#cldf:340282).

This map has a corresponding tree in MultiTree - see [Aryan (subtree of Indo-European): Grierson 1903](http://multitree.org/trees/Aryan%20(subtree%20of%20Indo-European)%3A%20Grierson%201903)"
353501,Linguistic Survey of India: Dardic Languages,"The Linguistic Survey of India (LSI) was a survey of the languages of British India, conducted in the first several decades of the 20th century by the British Raj and directed by Irish linguist George A Grierson. This particular map shows the languages and locations of the Dardic ""family"". (Grierson considered Dardic and Indo-Aryan separate ""branches"" of the Aryan languages, though modern scholars include Dardic within Indo-Aryan.)
<p>
On LSI maps of language families, such as this one, it is not always clear or consistent whether names refer to <i>languages</i> or <i>subgroups</i>. In our digitized versions, we have included the maximal language coding possible (i.e. if a name could refer to either a language or a subgroup, we include codes for both).
<p>
Note for reading these maps: The original LSI maps do not indicate boundaries or areas for all languages/dialects. This is why some language/dialect names appear simply as labels, while others appear as areas. That is, these two categories of labels are not meaningfully different (i.e. they do not represent different subgroups or anything similar) unless the legend specifically indicates otherwise.",,,,f26ac93893afc3743c3eeea8524b2439,"---
cldf-datasets: {
  multitree: https://doi.org/10.5281/zenodo.10006569#rdf:ID=multitree
}
---
This is a language family map. LL-MAP has digitized LSI maps for the following other language families, which you may want to overlay on this map for a more complete picture:
[Austro-Asiatic & Pronominalized Himalayan](ContributionTable#cldf:340620) |
[Dravidian](ContributionTable#cldf:340378) |
[Indo-Aryan](ContributionTable#cldf:340282) |
[Siamese-Chinese](ContributionTable#cldf:355393) |
[Tibeto-Burman](ContributionTable#cldf:340668).
<p>
You may also be interested in the LSI map for [Kashmiri](ContributionTable#cldf:353854), a Dardic language.
<p>
There is also an LSI map which displays, along with the extent of the Dardic family, the linguistic areas under [Dardic Influence](ContributionTable#cldf:340769).

This map has a corresponding tree in MultiTree - see [Aryan (subtree of Indo-European): Grierson 1903](http://multitree.org/trees/Aryan%20(subtree%20of%20Indo-European)%3A%20Grierson%201903)"
353906,Linguistic Survey of India: Lahnda or Western Panjabi Dialects and Sub-Dialects,"The Linguistic Survey of India (LSI) was a survey of the languages of British India, conducted in the first several decades of the 20th century by the British Raj and directed by Irish linguist George A Grierson. This particular map shows the speech varieties of the Lahnda, or Western Panjabi, language.
<p>
Note for reading these maps: The original LSI maps do not indicate boundaries or areas for all languages/dialects. This is why some language/dialect names appear simply as labels, while others appear as areas. That is, these two categories of labels are not meaningfully different (i.e. they do not represent different subgroups or anything similar) unless the legend specifically indicates otherwise.",,,,eb5e09df5d879f849b7d6579e7f315e2,"---
cldf-datasets: {
  multitree: https://doi.org/10.5281/zenodo.10006569#rdf:ID=multitree
}
---
Lahnda is an Indo-Aryan language - see [Linguistic Survey of India: Indo-Aryan Languages](ContributionTable#cldf:340282).

This map has a corresponding tree in MultiTree - see [Aryan (subtree of Indo-European): Grierson 1903](http://multitree.org/trees/Aryan%20(subtree%20of%20Indo-European)%3A%20Grierson%201903)"
345788,Caucasus: Ethnolinguistic Groups (Public Content) - LL-MAP,Map of the ethnolinguistic groups in the Caucasus region.,Wikimedia user Pmx,,,345791_geojson 345838_geojson dca787700b6d848831faa1032d925775,
351244,Changes in Yukagir Territory and Language Areas-LL-MAP,"Though the Yukagirs occupied much of the northern Siberia around 1650, a reduction in their area and numbers took place largely because of Chukchi expansion in the eighteenth and nineteenth centuries. In addition, many Yukagirs died from introduced diseases such as smallpox in the eighteenth century. According to Stephen A. Wurm, the Yukagirs had developed writing system composed of symbolic signs until the 19th century. The Yukagirs numbered about 5,000 at the middle of the seventeenth century and dropped to 400 in 19th century.",,,,351247_geojson 351279_geojson 351310_geojson 54eafa49a1217bb0540e953a66fdb153,Changes in Even territory and language areas
352987,Language Atlas of China: Mandarin in Northeastern China,,,,,1b008e32462775f337dab5726b9083d1,
353431,Sri Lanka: Ceylon Tamil Speaking Enclaves (Breton),"'Ceylon Tamil' refers to the Tamil dialect spoken by indigenous Sri Lankans. While enclaves of the language are spoken throughout the island, the largest concentration is along the eastern coast. This is the portion of the island that is commonly associated as being Tamil speaking. Ceylon Tamil should not be confused with 'Indian Tamil,' which refers to the languages spoken by indigenous peoples of mainland India that entered Sri Lanka as workers in the rubber and tea plantations.
Notes on reading this map:
This map is designed to be overlaid onto other maps of Sri Lanka, in order to gain a more in depth view of the languages spoken on the island.",,,,64f73d32907bd0252b669626134418b8,"[Languages Spoken  on the Island of India (Breton)](ContributionTable#cldf:352335)
[Sri Lanka: Percentage of Tamil Speakers by District - 1953 (Breton)](ContributionTable#cldf:353137) 
[Sri Lanka: Percentage of Sinhala Speakers by District - 1953 (Breton)](ContributionTable#cldf:353097) 
[Sri Lanka: Moors Tamil Speaking Enclaves (Breton)](ContributionTable#cldf:354666) 
[Sri Lanka: Indian Tamil Speaking Enclaves  (Breton)](ContributionTable#cldf:354769)
[Sri Lanka: Low Country Sinhalese Speaking Enclaves (Breton)](ContributionTable#cldf:354814) 
[Sri Lanka: Kandyan Sinhalese Speaking Enclaves (Breton)](ContributionTable#cldf:354955)"
345887,Iran: Iranian Tongues,Map of Iranian languages.,,,,345890_geojson f27aae79f126cee80ad0e0c938ea7412,
349500,Language Atlas of China: Chinese Dialects in China,"The Language Atlas of China divides the Chinese language into supergroups and groups, which are further subdivided into a hierarchy of clusters and local dialects. The names of local dialects used in the Language Atlas of China may refer to current, historical or traditional place names of features where the dialect is spoken. This map shows the locations of these dialects, which cover the majority of China excluding Tibet and parts of Inner Mongolia. The vast majority of Chinese speakers use a variety of the Mandarin Supergroup, while speakers in Southeastern China may use Hakka, Yue, Gan, Wu, Xiang, or Minnan. There are a total of 22 or 23 dialect groups shown on this map, the author being unsure on the classification of Xianghua. This number includes groups within the two major Chinese subgroups.",Jacob ,,,fe3f6268cdf5cd263748164a0ee6e5e8,"[Languages in China](ContributionTable#cldf:349281)
        [National Minorities in China](ContributionTable#cldf:346872)"
351550,Turkey: Zaza (Public Content),This map depicts the region in Turkey where the Zaza language is spoken. The Zazas are a Turkish ethnic minority.,,,,351554_geojson f94e17f6b06f87a53156dac0ec0e46e7,[Zaza Dialects](ContributionTable#cldf:11780)
348021,Celtic: Celtic Migration 6th c. BC-2nd c. BC (Haywood),"This map shows the probable migration routes of Celtic-speaking populations into the territory of present-day Italy between the 6th and 2nd century BC. Additionally, it contains information on Roman settlements, and the direction of Roman campaigns. It also maps the area of the Golasecca culture, as well as find-sites of Celtic objects south of the Alps.",,,celt,255a5160dfb0e0a31d040a542899c944 348065_geojson 348108_geojson 348130_geojson,
347499,Southeastern Europe: Language Groups c. mid 4th Century BC,"This map shows the distribution of the language groups of southeastern Europe around the mid 4th century BC. In this map the Messapii are shown as speaking an Illyrian dialect, but this is no longer accepted by most specialists in the field (Kretschmer 1896 & Hirt 1898).
Kretschmer, P. 1896. Einleitung in die Geschichte der griechischen Sprache. 262, 272. Gottingen: Vandenhoech. 
Hirt, H. 1898. Die sprachliche Stellung der Illyrischen in Festschrift
fur H. Kiepert. 179-188. Berlin:  Dietrich Reimer.",,,celt ell hell iran thra txh xce,347502_geojson 669566e4aec16dbd0d4865b822125323,
361177,Yup'ik Dialect Atlas and Study: (HE) CAUGHT FISH,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>cang'uq, neqlernaq</i>, B stands for <i>neqetuq</i>, and C stands for <i>neqtuq</i>. 
For the Yup’ik item—<i>(He) caught fish</i>-Jacobson discussed the standard way of saying ‘he caught fish.’ All Yup’iks and Norton Sound Unaliq use <i>neqtuq</i>.  <i>cang'uq</i> is restricted to the southern part of Yup’ik. He also notes that the postbase <i>–nge-</i> is an innovation despite that “the verb base <i>cange-</i> means ‘ to acquire something’ because ""<i>–nge-</i> is not used for acquiring fish or game animals by catching them”.  
",,,,78e59fb9fea9a88cd0a7a24bb1cefc3b,
361671,Yup'ik Dialect Atlas and Study: HE GOT BIT BY A DOG,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand.
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i> qimugtemun keggesciurtuq</i>, B stands for <i> qimugtemek keggesciurtuq</i>, C stands for  <i>qimugtemun keggescirtuq</i>, D stands for  <i>qimugtemek keggescirtuq</i>, E stands for <i>qimugtem keggaa (only)</i>. 
For the Yup’ik item—<i>He got bit by a dog</i>--Jacobson discusses the variants postbase: <i>–(s)cir</i>, used in peripheral GCY and  <i>-(s)ciur</i>, used in core GCY, both of which are one of the few ways to form a passive in Yup’ik. These postbases are not used in Norton Sound Unaliq and part of the greater Bristol Bay area except for <i>qimugtem keggaa</i>. The use of whether terminalis <i>qimugtemun</i> or ablative-modalis <i>qimugtemek</i> could contribute to the difference of syntax, and is only obvious between central coastal area and the lower and middle Kuskokwim.",,,,4df5e394e7922ded2448231a0c606891,
361903,Yup'ik Dialect Atlas and Study: (HE) KEEPS BEING SAD,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for  <i>ilutequrartuq</i>, B stands for  <i>ilutequrertuq</i>, C stands for  <i>ilutequrrertuq</i>, D stands for  <i>ilutequrretuq</i>, and E stands for <i>ilutequ'urtuq</i>. 
For the Yup’ik item—<i>(He) keeps being sad--</i>Jacobson addresses the issue of “<i>(ar)</i> deletion” and “<i>rar</i> reduction” and notes that there is no general pattern can be found. Complete deletion of <i>(ar)</i> giving <i>ilutequ'urtuq</i> from the underlying form <i>ilutequrartuq</i> is obligatory in lower Kuskokwim, Canineq, Nelson Is, Nunivak, the middle and upriver Yukon, and in the greater Bristol Bay area. Partial reduction is found in Norton Sound, the Yukon delta, Hooper Bay- Chevak and Egegik.  
",,,,c8be14af592548163b222f1ebbedb38f,
